row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,unit_price,unit_cost,quantity,discount,sales,profit,date_id,year,quarter,month,month_name,day,day_of_week,total_cost,calculated_profit,shipping_days
7478,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.0,10.4,3.54,20140106,2014,Q1,1,January,6,Monday,6.76,3.64,4
7479,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,4,0.0,20.8,7.07,20140106,2014,Q1,1,January,6,Monday,13.52,7.28,4
7480,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,4,0.0,22.0,9.02,20140106,2014,Q1,1,January,6,Monday,12.76,9.24,4
7481,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,1,0.0,5.2,1.77,20140106,2014,Q1,1,January,6,Monday,3.38,1.82,4
7661,CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0.6,3.48,0.59,20140107,2014,Q1,1,January,7,Tuesday,6.18,2.52,5
7662,CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,7,0.8,5.88,1.18,20140107,2014,Q1,1,January,7,Tuesday,18.83,10.57,5
593,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.2,8.32,2.58,20140109,2014,Q1,1,January,9,Thursday,6.76,3.64,4
594,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,3,0.2,4.32,1.12,20140109,2014,Q1,1,January,9,Thursday,3.78,1.62,4
866,CA-2014-149020,2014-01-10,2014-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,1,0.0,3.2,1.06,20140110,2014,Q1,1,January,10,Friday,2.08,1.12,5
867,CA-2014-149020,2014-01-10,2014-01-15,Standard Class,AJ-10780,Anthony Jacobs,Corporate,United States,Springfield,Virginia,22153,South,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,1,0.0,3.2,0.99,20140110,2014,Q1,1,January,10,Friday,2.14,1.06,5
717,CA-2014-130092,2014-01-11,2014-01-14,First Class,SV-20365,Seth Vernon,Consumer,United States,Dover,Delaware,19901,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.0,10.4,3.64,20140111,2014,Q1,1,January,11,Saturday,6.76,3.64,3
2979,CA-2014-109232,2014-01-13,2014-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,6,0.0,25.2,9.07,20140113,2014,Q1,1,January,13,Monday,16.14,9.06,3
9629,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,7,0.2,26.88,9.68,20140113,2014,Q1,1,January,13,Monday,20.16,13.44,5
9630,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0.7,2.04,0.39,20140113,2014,Q1,1,January,13,Monday,4.56,2.24,5
4938,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,5,0.0,17.5,5.95,20140113,2014,Q1,1,January,13,Monday,11.55,5.95,5
4939,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0.15,13.26,4.24,20140113,2014,Q1,1,January,13,Monday,10.14,5.46,5
4940,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,5,0.0,13.0,4.03,20140113,2014,Q1,1,January,13,Monday,8.95,4.05,5
764,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,2,0.0,5.8,1.57,20140113,2014,Q1,1,January,13,Monday,4.12,1.68,2
765,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,3,0.0,6.6,1.98,20140113,2014,Q1,1,January,13,Monday,4.5,2.1,2
766,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,6,0.0,31.2,10.3,20140113,2014,Q1,1,January,13,Monday,20.28,10.92,2
767,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0.0,8.7,2.35,20140113,2014,Q1,1,January,13,Monday,6.18,2.52,2
768,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,6,0.0,17.4,4.7,20140113,2014,Q1,1,January,13,Monday,12.36,5.04,2
6475,CA-2014-149524,2014-01-14,2014-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,4,0.5,7.6,1.98,20140114,2014,Q1,1,January,14,Tuesday,9.44,5.76,1
1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0.0,17.0,5.61,20140115,2014,Q1,1,January,15,Wednesday,11.4,5.6,2
971,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,6,0.2,13.92,3.48,20140116,2014,Q1,1,January,16,Thursday,12.36,5.04,2
972,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0.4,9.36,2.53,20140116,2014,Q1,1,January,16,Thursday,10.14,5.46,2
973,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,2,0.7,1.56,0.27,20140116,2014,Q1,1,January,16,Thursday,3.58,1.62,2
974,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,3,0.2,8.16,2.37,20140116,2014,Q1,1,January,16,Thursday,6.84,3.36,2
5365,CA-2014-123477,2014-01-18,2014-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,4,0.2,12.16,3.89,20140118,2014,Q1,1,January,18,Saturday,9.44,5.76,3
5463,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,10,0.7,26.7,8.28,20140119,2014,Q1,1,January,19,Sunday,49.0,40.0,1
5464,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,4,0.2,12.16,4.13,20140119,2014,Q1,1,January,19,Sunday,9.44,5.76,1
5465,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,5,0.2,13.6,3.94,20140119,2014,Q1,1,January,19,Sunday,11.4,5.6,1
5466,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,5,0.7,4.35,0.65,20140119,2014,Q1,1,January,19,Sunday,10.3,4.2,1
5737,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0.0,6.8,2.24,20140120,2014,Q1,1,January,20,Monday,4.56,2.24,5
5738,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,BIS-COO-002,Biscuits,Cookie,Choco Chip Cookies,4.8,3.02,2,0.0,9.6,3.55,20140120,2014,Q1,1,January,20,Monday,6.04,3.56,5
6327,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,1,0.0,2.9,0.84,20140120,2014,Q1,1,January,20,Monday,2.06,0.84,6
6328,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.0,7.8,2.42,20140120,2014,Q1,1,January,20,Monday,5.37,2.43,6
6329,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,BIS-WAF-002,Biscuits,Wafer,Chocolate Wafer,3.5,2.31,5,0.0,17.5,5.95,20140120,2014,Q1,1,January,20,Monday,11.55,5.95,6
6330,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,4,0.1,6.48,1.81,20140120,2014,Q1,1,January,20,Monday,5.04,2.16,6
6331,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,2,0.0,3.6,1.08,20140120,2014,Q1,1,January,20,Monday,2.52,1.08,6
6332,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,CHO-DRK-002,Chocolate,Dark Chocolate,Cocoa Premium,5.5,3.19,3,0.0,16.5,6.93,20140120,2014,Q1,1,January,20,Monday,9.57,6.93,6
6333,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,CND-GUM-001,Candy,Gummy,Bear Gummies,2.8,1.85,3,0.0,8.4,2.86,20140120,2014,Q1,1,January,20,Monday,5.55,2.85,6
6334,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,5,0.0,14.5,4.2,20140120,2014,Q1,1,January,20,Monday,10.3,4.2,6
1122,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,7,0.0,11.2,3.14,20140120,2014,Q1,1,January,20,Monday,8.05,3.15,6
1123,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,7,0.0,22.4,7.84,20140120,2014,Q1,1,January,20,Monday,14.56,7.84,6
1124,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,4,0.0,7.2,2.16,20140120,2014,Q1,1,January,20,Monday,5.04,2.16,6
1125,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,3,0.0,8.7,2.52,20140120,2014,Q1,1,January,20,Monday,6.18,2.52,6
1126,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,CHO-TRU-001,Chocolate,Truffle,Chocolate Truffle Box,8.9,4.9,3,0.0,26.7,12.02,20140120,2014,Q1,1,January,20,Monday,14.7,12.0,6
1127,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,3,0.0,14.4,5.76,20140120,2014,Q1,1,January,20,Monday,8.64,5.76,6
7121,US-2014-147774,2014-01-20,2014-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,1,0.7,0.54,0.08,20140120,2014,Q1,1,January,20,Monday,1.26,0.54,6
9990,CA-2014-110422,2014-01-21,2014-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.2,6.24,1.68,20140121,2014,Q1,1,January,21,Tuesday,5.37,2.43,2
9156,CA-2014-102645,2014-01-23,2014-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,6,0.0,28.8,11.52,20140123,2014,Q1,1,January,23,Thursday,17.28,11.52,5
9887,CA-2014-146997,2014-01-23,2014-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,3,0.0,14.4,5.76,20140123,2014,Q1,1,January,23,Thursday,8.64,5.76,4
8150,CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,2,0.0,3.6,1.01,20140126,2014,Q1,1,January,26,Sunday,2.52,1.08,3
8151,CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,2,0.0,6.4,1.98,20140126,2014,Q1,1,January,26,Sunday,4.28,2.12,3
2579,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,3,0.0,4.8,1.3,20140126,2014,Q1,1,January,26,Sunday,3.45,1.35,5
2580,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,8,0.0,30.4,11.25,20140126,2014,Q1,1,January,26,Sunday,18.88,11.52,5
2581,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,3,0.0,11.4,4.22,20140126,2014,Q1,1,January,26,Sunday,7.08,4.32,5
2582,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,SNK-POP-001,Snacks,Popcorn,Caramel Popcorn,3.4,2.28,2,0.0,6.8,2.18,20140126,2014,Q1,1,January,26,Sunday,4.56,2.24,5
2583,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,13,0.0,62.4,24.34,20140126,2014,Q1,1,January,26,Sunday,37.44,24.96,5
2584,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,BIS-COO-001,Biscuits,Cookie,Butter Cookies,4.2,2.69,3,0.0,12.6,4.41,20140126,2014,Q1,1,January,26,Sunday,8.07,4.53,5
2585,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,CND-HRD-002,Candy,Hard Candy,Caramel Candy,2.2,1.5,2,0.0,4.4,1.36,20140126,2014,Q1,1,January,26,Sunday,3.0,1.4,5
3795,US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,CHO-MLK-001,Chocolate,Milk Chocolate,Milk Bar,3.8,2.36,1,0.0,3.8,1.44,20140127,2014,Q1,1,January,27,Monday,2.36,1.44,6
3796,US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,3,0.2,12.48,3.87,20140127,2014,Q1,1,January,27,Monday,10.14,5.46,6
3797,US-2014-117163,2014-01-27,2014-02-02,Standard Class,EJ-13720,Ed Jacobs,Consumer,United States,San Diego,California,92037,West,SNK-CHP-001,Snacks,Chips,Potato Chips,2.9,2.06,4,0.0,11.6,3.36,20140127,2014,Q1,1,January,27,Monday,8.24,3.36,6
3084,CA-2014-100328,2014-01-28,2014-02-03,Standard Class,JC-15340,Jasper Cacioppo,Consumer,United States,New York City,New York,10024,East,CHO-MLK-002,Chocolate,Milk Chocolate,Almond Chocolate,4.6,2.81,1,0.2,3.68,1.29,20140128,2014,Q1,1,January,28,Tuesday,2.81,1.79,6
6388,CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,2,0.0,6.4,2.24,20140130,2014,Q1,1,January,30,Thursday,4.16,2.24,5
6389,CA-2014-134103,2014-01-30,2014-02-04,Standard Class,MV-18190,Mike Vittorini,Consumer,United States,Detroit,Michigan,48234,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,2,0.0,5.2,1.61,20140130,2014,Q1,1,January,30,Thursday,3.58,1.62,5
3366,CA-2014-115161,2014-01-31,2014-02-02,First Class,LC-17050,Liz Carlisle,Consumer,United States,Mission Viejo,California,92691,West,CND-HRD-001,Candy,Hard Candy,Mint Candy,1.8,1.26,2,0.15,3.06,0.83,20140131,2014,Q1,1,January,31,Friday,2.52,1.08,2
541,CA-2014-140795,2014-02-01,2014-02-03,First Class,BD-11500,Bradley Drucker,Consumer,United States,Green Bay,Wisconsin,54302,Central,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,6,0.0,15.6,4.84,20140201,2014,Q1,2,February,1,Saturday,10.74,4.86,2
9138,CA-2014-123400,2014-02-02,2014-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.7,3.12,0.66,20140202,2014,Q1,2,February,2,Sunday,6.76,3.64,7
9139,CA-2014-123400,2014-02-02,2014-02-09,Standard Class,EB-13930,Eric Barreto,Consumer,United States,Saint Petersburg,Florida,33710,South,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,5,0.2,20.8,6.45,20140202,2014,Q1,2,February,2,Sunday,16.9,9.1,7
1704,CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,CND-GUM-002,Candy,Gummy,Fruit Gummies,3.2,2.08,5,0.0,16.0,5.44,20140202,2014,Q1,2,February,2,Sunday,10.4,5.6,4
1518,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,BIS-WAF-001,Biscuits,Wafer,Vanilla Wafer,3.2,2.14,2,0.2,5.12,1.48,20140203,2014,Q1,2,February,3,Monday,4.28,2.12,3
1519,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.2,6.24,1.68,20140203,2014,Q1,2,February,3,Monday,5.37,2.43,3
8585,CA-2014-104808,2014-02-04,2014-02-08,Second Class,MH-17440,Mark Haberlin,Corporate,United States,Escondido,California,92025,West,CHO-DRK-001,Chocolate,Dark Chocolate,70% Dark Bar,4.8,2.88,2,0.2,7.68,2.61,20140204,2014,Q1,2,February,4,Tuesday,5.76,3.84,4
1544,CA-2014-107181,2014-02-04,2014-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,BIS-CRA-001,Biscuits,Cracker,Salt Crackers,2.6,1.79,3,0.2,6.24,1.62,20140204,2014,Q1,2,February,4,Tuesday,5.37,2.43,4
1545,CA-2014-107181,2014-02-04,2014-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,CND-LOP-002,Candy,Lollipop,Cola Lollipop,1.6,1.15,4,0.0,6.4,1.73,20140204,2014,Q1,2,February,4,Tuesday,4.6,1.8,4
8981,CA-2014-108182,2014-02-06,2014-02-10,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Romeoville,Illinois,60441,Central,SNK-NUT-001,Snacks,Nut Mix,Mixed Nuts,5.2,3.38,2,0.8,2.08,0.4,20140206,2014,Q1,2,February,6,Thursday,6.76,3.64,4
